30104050000000084,Athena R,Greek,Athena,1530,180,200,150,160,230
30109030000000230,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000275,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114030000000236,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115070000000023,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30113030000000057,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30114050000000172,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101030000000045,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30101050000000064,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30104050000000083,Athena R,Greek,Athena,1530,180,200,150,160,230
30109030000000229,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000274,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114030000000235,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115070000000022,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30114050000000171,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000063,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30113030000000056,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101030000000044,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000082,Athena R,Greek,Athena,1530,180,200,150,160,230
30109030000000228,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000273,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000170,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115070000000021,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30101050000000062,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30113030000000055,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30114030000000234,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30101030000000043,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000081,Athena R,Greek,Athena,1530,180,200,150,160,230
30109030000000227,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000272,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000169,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115070000000020,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30113030000000054,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000061,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30101030000000042,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114030000000233,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000226,Thor N,Norse,Thor,850,100,110,90,90,250
30104050000000080,Athena R,Greek,Athena,1530,180,200,150,160,230
30115050000000271,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000168,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000060,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30113030000000053,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115070000000019,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30101030000000041,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114030000000232,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000225,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000270,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30104050000000079,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000167,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000059,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30115070000000018,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30114030000000231,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000224,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000040,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000078,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000166,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000269,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000052,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115070000000017,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30101050000000058,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000223,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000039,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000077,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000165,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000268,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000051,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000057,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000222,Thor N,Norse,Thor,850,100,110,90,90,250
30115070000000016,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30104050000000076,Athena R,Greek,Athena,1530,180,200,150,160,230
30101030000000038,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000164,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000267,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000050,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000056,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30115070000000015,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30109030000000221,Thor N,Norse,Thor,850,100,110,90,90,250
30104050000000075,Athena R,Greek,Athena,1530,180,200,150,160,230
30101030000000037,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000163,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000266,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000049,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000055,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000220,Thor N,Norse,Thor,850,100,110,90,90,250
30115070000000014,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30101030000000036,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000074,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000162,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000265,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101050000000054,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000219,Thor N,Norse,Thor,850,100,110,90,90,250
30115070000000013,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30113030000000048,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101030000000035,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000073,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000161,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000053,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30115070000000012,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30109030000000218,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000047,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000264,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000034,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000072,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000160,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115070000000011,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30101050000000052,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000217,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000046,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000263,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000033,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000071,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000159,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115070000000010,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30115050000000262,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000216,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000045,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000051,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30101030000000032,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000070,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000158,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30114030000000230,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115070000000009,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30115050000000261,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000044,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30109030000000215,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000031,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30101050000000050,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30104050000000069,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000157,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30114030000000229,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115070000000008,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30115050000000260,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000043,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30109030000000214,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000030,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30101050000000049,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000156,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30104050000000068,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000228,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115070000000007,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30113030000000042,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000259,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000213,Thor N,Norse,Thor,850,100,110,90,90,250
30101050000000048,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30101030000000029,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000155,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30114030000000227,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30104050000000067,Athena R,Greek,Athena,1530,180,200,150,160,230
30113030000000041,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000258,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30115070000000006,Amatsuhikone SR,Japan,Amatsuhikone,3050,600,390,320,340,230
30109030000000212,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000028,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000154,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000047,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30104050000000066,Athena R,Greek,Athena,1530,180,200,150,160,230
30113030000000040,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30110070000000079,Loki SR,Norse,Loki,3200,610,410,340,340,275
30115050000000257,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000211,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000027,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30101050000000046,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000153,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000039,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30110070000000078,Loki SR,Norse,Loki,3200,610,410,340,340,275
30104050000000065,Athena R,Greek,Athena,1530,180,200,150,160,230
30109030000000210,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000256,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000026,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30101050000000045,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000152,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000038,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30104050000000064,Athena R,Greek,Athena,1530,180,200,150,160,230
30110070000000077,Loki SR,Norse,Loki,3200,610,410,340,340,275
30115050000000255,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000209,Thor N,Norse,Thor,850,100,110,90,90,250
30101050000000044,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114030000000226,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30114050000000151,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30104050000000063,Athena R,Greek,Athena,1530,180,200,150,160,230
30113030000000037,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30110070000000076,Loki SR,Norse,Loki,3200,610,410,340,340,275
30115050000000254,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000208,Thor N,Norse,Thor,850,100,110,90,90,250
30101030000000025,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114030000000225,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30101050000000043,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000150,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30104050000000062,Athena R,Greek,Athena,1530,180,200,150,160,230
30110070000000075,Loki SR,Norse,Loki,3200,610,410,340,340,275
30113030000000036,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101030000000024,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30115050000000253,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30109030000000207,Thor N,Norse,Thor,850,100,110,90,90,250
30101050000000042,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114030000000224,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30104050000000061,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000149,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000035,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30110070000000074,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101030000000023,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30115050000000252,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000148,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000041,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114030000000223,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000206,Thor N,Norse,Thor,850,100,110,90,90,250
30104050000000060,Athena R,Greek,Athena,1530,180,200,150,160,230
30113030000000034,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30110070000000073,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101030000000022,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30115050000000251,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30104050000000059,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000147,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30114030000000222,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30101050000000040,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30113030000000033,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30109030000000205,Thor N,Norse,Thor,850,100,110,90,90,250
30110070000000072,Loki SR,Norse,Loki,3200,610,410,340,340,275
30115050000000250,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000021,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000058,Athena R,Greek,Athena,1530,180,200,150,160,230
30114050000000146,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000039,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000204,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000032,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30114030000000221,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30101030000000020,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30115050000000249,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30110070000000071,Loki SR,Norse,Loki,3200,610,410,340,340,275
30109030000000203,Thor N,Norse,Thor,850,100,110,90,90,250
30101050000000038,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30113030000000031,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30114030000000220,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30114050000000145,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30104050000000057,Athena R,Greek,Athena,1530,180,200,150,160,230
30115050000000248,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30110070000000070,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101030000000019,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30109030000000202,Thor N,Norse,Thor,850,100,110,90,90,250
30114030000000219,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30114050000000144,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000030,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30104050000000056,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000037,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30110070000000069,Loki SR,Norse,Loki,3200,610,410,340,340,275
30115050000000247,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000018,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30104050000000055,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000218,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000201,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000029,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101050000000036,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30110070000000068,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101030000000017,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30115050000000246,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114030000000217,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30109030000000200,Thor N,Norse,Thor,850,100,110,90,90,250
30104050000000054,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000035,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30110070000000067,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101030000000016,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000143,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000028,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000245,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114030000000216,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30110070000000066,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101050000000034,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000199,Thor N,Norse,Thor,850,100,110,90,90,250
30104050000000053,Athena R,Greek,Athena,1530,180,200,150,160,230
30115050000000244,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000142,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000027,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101030000000015,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30109030000000198,Thor N,Norse,Thor,850,100,110,90,90,250
30110070000000065,Loki SR,Norse,Loki,3200,610,410,340,340,275
30101050000000033,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30104050000000052,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000215,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115050000000243,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101030000000014,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30114050000000141,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30113030000000026,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30114030000000214,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30104050000000051,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000032,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000140,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000242,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114030000000213,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30104050000000050,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000031,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30114050000000139,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000241,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30113030000000025,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30101030000000013,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30109030000000197,Thor N,Norse,Thor,850,100,110,90,90,250
30110070000000064,Loki SR,Norse,Loki,3200,610,410,340,340,275
30114030000000212,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30104050000000049,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000030,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30101030000000012,Gaia N,Greek,Gaia,1070,250,130,110,110,210
30110070000000063,Loki SR,Norse,Loki,3200,610,410,340,340,275
30109030000000196,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000024,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000240,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30104050000000048,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000211,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30101050000000029,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000195,Thor N,Norse,Thor,850,100,110,90,90,250
30114050000000138,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30115050000000239,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30110070000000062,Loki SR,Norse,Loki,3200,610,410,340,340,275
30138030000000118,Takiribime N,Japan,Takiribime,700,160,90,90,90,250
30113030000000023,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30104050000000047,Athena R,Greek,Athena,1530,180,200,150,160,230
30101050000000028,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000194,Thor N,Norse,Thor,850,100,110,90,90,250
30113030000000022,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30115050000000238,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30114050000000137,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30110070000000061,Loki SR,Norse,Loki,3200,610,410,340,340,275
30138030000000117,Takiribime N,Japan,Takiribime,700,160,90,90,90,250
30104050000000046,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000210,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30115050000000237,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
30101050000000027,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30109030000000193,Thor N,Norse,Thor,850,100,110,90,90,250
30114050000000136,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30110070000000060,Loki SR,Norse,Loki,3200,610,410,340,340,275
30138030000000116,Takiribime N,Japan,Takiribime,700,160,90,90,90,250
30113030000000021,Sakuya N,Japan,Sakuya,780,120,90,90,90,250
30104050000000045,Athena R,Greek,Athena,1530,180,200,150,160,230
30114030000000209,Amenouzume N,Japan,Amenouzume,1260,210,160,110,110,230
30100030000000132,Poseidon N,Greek,Poseidon,1280,160,160,110,110,250
30138030000000115,Takiribime N,Japan,Takiribime,700,160,90,90,90,250
30114050000000135,Amenouzume R,Japan,Amenouzume,2140,350,290,190,200,230
30101050000000026,Gaia R,Greek,Gaia,1810,410,230,190,200,210
30110070000000059,Loki SR,Norse,Loki,3200,610,410,340,340,275
30109030000000192,Thor N,Norse,Thor,850,100,110,90,90,250
30115050000000236,Amatsuhikone R,Japan,Amatsuhikone,1810,340,230,190,200,230
